Keywords,name,KeywordID
資料保護,資料保護,871
合法性,合法性,872
英国数据保护法427 (1) 第1 条（引证及生效日期）修改,英国数据保护法427 (1) 第1 条（引证及生效日期）修改,873
数据保护主任,数据保护主任,874
健康记录,健康记录,875
保护法信息专员,保护法信息专员,876
- 数据保护,- 数据保护,877
数据共享守则,数据共享守则,878
数据GBA,数据GBA,879
法律原则,法律原则,880
信息法,信息法,881
"""数据保护法""","""数据保护法""",882
命令,命令,883
数据保护law,数据保护law,884
消费者隐私法,消费者隐私法,885
消费者,消费者,886
隐私保护,隐私保护,887
消费者隐私,消费者隐私,888
消费者隐私权,消费者隐私权,889
隐私法 (Privacy Law),隐私法 (Privacy Law),890
个人信息 (Personal information),个人信息 (Personal information),891
隐私 (Privacy),隐私 (Privacy),892
个人信息 (Personal Information),个人信息 (Personal Information),893
法律隐私,法律隐私,894
消费者敏感个人信息,消费者敏感个人信息,895
**隐私**,**隐私**,896
消费者隐私法 (Consumer Privacy Law),消费者隐私法 (Consumer Privacy Law),897
生物识别信息,生物识别信息,898
隐私(Personal Information),隐私(Personal Information),899
承包商,承包商,900
设备 (equipment),设备 (equipment),901
"""住户""","""住户""",902
广告,广告,903
生物识别信息 (Biometric Information),生物识别信息 (Biometric Information),904
隐私法 (Privacy law),隐私法 (Privacy law),905
地理位置数据 (Location data),地理位置数据 (Location data),906
消费者档案,消费者档案,907
位置隐私,位置隐私,908
概率标识符,概率标识符,909
- 企业 (Enterprises),- 企业 (Enterprises),910
隐私 (privacy),隐私 (privacy),911
consumer数据隐私,consumer数据隐私,912
- 隐私法,- 隐私法,913
消费者报告机构,消费者报告机构,914
车辆信息,车辆信息,915
船舶信息,船舶信息,916
船舶,船舶,917
船体识别号,船体识别号,918
消费者请求,消费者请求,919
董事 (director),董事 (director),920
医务人员,医务人员,921
官员,官员,922
"所有者, Ownership","所有者, Ownership",923
细则,细则,924
"""人"" means person in Chinese.)","""人"" means person in Chinese.)",925
"""商业信用报告机构""","""商业信用报告机构""",926
雇员,雇员,927
隐私法 (privacy law),隐私法 (privacy law),928
医疗信息,医疗信息,929
健康信息,健康信息,930
消费者隐私基金,消费者隐私基金,931
消费者隐私权基金 (Consumer Privacy Fund),消费者隐私权基金 (Consumer Privacy Fund),932
资金,资金,933
**隐私保护机构**,**隐私保护机构**,934
消费者数据泄露,消费者数据泄露,935
消费者记录,消费者记录,936
网络安全审计,网络安全审计,937
隐私保护局,隐私保护局,938
消费者隱私,消费者隱私,939
privacy law) - 消费者 (consumer),privacy law) - 消费者 (consumer),940
消费者隐私权法案,消费者隐私权法案,941
隐私权,隐私权,942
个人信息保护 (Personal Information Protection),个人信息保护 (Personal Information Protection),943
消费者隐私基金 (Consumer Privacy Fund),消费者隐私基金 (Consumer Privacy Fund),944
消费者隐私rechtclaussen,消费者隐私rechtclaussen,945
提案,提案,946
证人,证人,947
消费者隐私 (Consumer privacy),消费者隐私 (Consumer privacy),948
消费者隐私 (Consumer Privacy),消费者隐私 (Consumer Privacy),949
消费者隐私权基金,消费者隐私权基金,950
infer the context without translating),infer the context without translating),951
"消费者隐私 (""consumer privacy"")","消费者隐私 (""consumer privacy"")",952
- 中介服务提供者,- 中介服务提供者,953
数据保护规则,数据保护规则,954
经营,经营,955
数据处理 (Data processing),数据处理 (Data processing),956
合法利益,合法利益,957
数据控制人,数据控制人,958
数据安全风险 (Data security risk),数据安全风险 (Data security risk),959
个人资料泄露,个人资料泄露,960
数据保护法律,数据保护法律,961
数据保护印章,数据保护印章,962
数据保护监管机构,数据保护监管机构,963
监督当局,监督当局,964
监管机构,监管机构,965
数据保护主管,数据保护主管,966
- 数据保护监督员 (Data Protection Supervisor),- 数据保护监督员 (Data Protection Supervisor),967
诉讼程序 (litigation procedures),诉讼程序 (litigation procedures),968
損害 (Damage),損害 (Damage),969
处罚,处罚,970
- 行政罚款,- 行政罚款,971
保护权,保护权,972
登记处,登记处,973
研究目的,研究目的,974
统计数据,统计数据,975
- 监督机构,- 监督机构,976
组织,组织,977
- 数据主体,- 数据主体,978
数据对象,数据对象,979
数据保护【Data Protection】,数据保护【Data Protection】,980
条例5,条例5,981
数据删除,数据删除,982
数据可移植性,数据可移植性,983
数据主体 (Data subject),数据主体 (Data subject),984
数据保护政策,数据保护政策,985
个人数据 (personal data),个人数据 (personal data),986
联合控制人,联合控制人,987
代表 (Representative),代表 (Representative),988
数据处理器,数据处理器,989
监察机关,监察机关,990
数据保护官员 (Data Protection Officer),数据保护官员 (Data Protection Officer),991
评估 (evaluation),评估 (evaluation),992
数据保护主任 (Data Protection Officer),数据保护主任 (Data Protection Officer),993
数据保护人员,数据保护人员,994
数据保护官 (Data Protection Officer),数据保护官 (Data Protection Officer),995
主管监督机关,主管监督机关,996
数据保护认证,数据保护认证,997
数据保护认证机构,数据保护认证机构,998
数据保护认证机制,数据保护认证机制,999
公司规则 (corporate rules),公司规则 (corporate rules),1000
数据保护.`,数据保护.`,1001
数据保护监督机构,数据保护监督机构,1002
监督机构 (Supervisory Authority),监督机构 (Supervisory Authority),1003
数据保护 supervisory机构 欧盟 立法,数据保护 supervisory机构 欧盟 立法,1004
监督机构 (Supervisory authority),监督机构 (Supervisory authority),1005
数据保护审计,数据保护审计,1006
数据处理设备,数据处理设备,1007
means data protection in English),means data protection in English),1008
- 投诉,- 投诉,1009
监管机关,监管机关,1010
规章,规章,1011
保护机制,保护机制,1012
董事会,董事会,1013
数据保护监督员,数据保护监督员,1014
- 数据保护 (Data protection),- 数据保护 (Data protection),1015
欧盟数据保护条例,欧盟数据保护条例,1016
数据保护主管机构,数据保护主管机构,1017
数据保护主管 (Data Protection Officer),数据保护主管 (Data Protection Officer),1018
欧洲数据保护主管,欧洲数据保护主管,1019
处理人,处理人,1020
侵权,侵权,1021
罚款 (Fines),罚款 (Fines),1022
数据保护规则 (Data protection regulations),数据保护规则 (Data protection regulations),1023
欧盟数据保护条例§92 条 行使,欧盟数据保护条例§92 条 行使,1024
